[0.855805,5.422111,1.705819,0.520867,5.186537,3.236984,2.764649,2.531598,3.363478,5.968972]
[0.855805,5.422111,1.705819,0.520867,5.186537,3.236984,2.764649,2.531598,3.363478,5.968972]
[0.855805,5.422111,1.705819,0.520867,5.186537,3.236984,2.764649,2.531598,3.363478,5.968972]
[0.855805,5.422111,1.705819,0.520867,5.186537,3.236984,2.764649,2.531598,3.363478,5.968972]
[0.855805,5.422111,1.705819,0.520867,5.186537,3.236984,2.764649,2.531598,3.363478,5.968972]
[5.132695,1.800898,1.705819,0.520867,5.186537,3.236984,2.764649,2.531598,3.363478,5.968972]
[5.132695,1.800898,1.705819,0.520867,5.186537,3.236984,2.764649,2.531598,3.363478,5.968972]
[5.132695,1.800898,1.705819,0.520867,5.186537,3.236984,2.764649,2.531598,3.363478,5.968972]
[5.132695,1.800898,1.705819,0.520867,5.186537,3.236984,2.764649,2.531598,3.363478,5.968972]
[5.132695,1.800898,1.705819,0.520867,5.186537,3.236984,2.764649,2.531598,3.363478,5.968972]
[1.847385,1.800898,1.705819,0.520867,5.186537,3.236984,2.764649,2.531598,3.363478,5.968972]
[1.847385,1.800898,1.705819,0.520867,5.186537,3.236984,2.764649,2.531598,3.363478,5.968972]
[1.847385,1.800898,1.705819,0.520867,5.186537,3.236984,2.764649,2.531598,3.363478,5.968972]
[1.847385,1.800898,1.705819,0.520867,5.186537,3.236984,2.764649,2.531598,3.363478,5.968972]
[1.847385,1.800898,1.705819,0.520867,5.186537,3.236984,2.764649,2.531598,3.363478,5.968972]
[1.847385,1.800898,1.705819,0.520867,3.288498,3.236984,2.764649,2.531598,3.363478,5.968972]
[1.847385,1.800898,1.705819,0.520867,3.288498,3.236984,2.764649,2.531598,3.363478,5.968972]
[1.847385,1.800898,1.705819,0.520867,3.288498,3.236984,2.764649,2.531598,3.363478,5.968972]
[1.847385,1.800898,1.705819,0.520867,3.288498,3.236984,2.764649,2.531598,3.363478,5.968972]
[1.847385,1.800898,1.705819,0.520867,3.288498,3.236984,2.764649,2.531598,3.363478,5.968972]
[2.731955,-2.827487,2.771622,2.462715,-1.201690,2.681366,-1.827690,4.790386,1.403513,1.407020]
[2.731955,-2.827487,2.771622,2.462715,-1.201690,2.681366,-1.827690,4.790386,1.403513,1.407020]
[2.731955,-2.827487,2.771622,2.462715,-1.201690,2.681366,-1.827690,4.790386,1.403513,1.407020]
[2.731955,-2.827487,2.771622,2.462715,-1.201690,2.681366,-1.827690,4.790386,1.403513,1.407020]
[2.731955,-2.827487,2.771622,2.462715,-1.201690,2.681366,-1.827690,4.790386,1.403513,1.407020]
[2.731955,-2.827487,2.771622,2.462715,-1.201690,2.681366,-1.827690,4.790386,1.403513,1.407020]
[2.731955,-2.827487,2.771622,2.462715,-1.201690,2.681366,-1.827690,4.790386,1.403513,1.407020]
[2.731955,-2.827487,2.771622,2.462715,-1.201690,2.681366,-1.827690,4.790386,1.403513,1.407020]
[2.731955,-2.827487,2.771622,2.462715,-1.201690,2.681366,-1.827690,4.790386,1.403513,1.407020]
[2.731955,-2.827487,2.771622,2.462715,-1.201690,2.681366,-1.827690,4.790386,1.403513,1.407020]
[5.373244,1.905796,5.907919,2.462715,-1.201690,2.681366,2.733214,4.790386,1.403513,1.407020]
[5.373244,1.905796,5.907919,2.462715,-1.201690,2.681366,2.733214,4.790386,1.403513,1.407020]
[5.373244,1.905796,5.907919,2.462715,-1.201690,2.681366,2.733214,4.790386,1.403513,1.407020]
[5.373244,1.905796,5.907919,2.462715,-1.201690,2.681366,2.733214,4.790386,1.403513,1.407020]
[5.373244,1.905796,5.907919,2.462715,-1.201690,2.681366,2.733214,4.790386,1.403513,1.407020]
[5.373244,1.905796,5.907919,2.462715,3.198098,2.681366,2.733214,4.790386,1.403513,1.407020]
[5.373244,1.905796,5.907919,2.462715,3.198098,2.681366,2.733214,4.790386,1.403513,1.407020]
[5.373244,1.905796,5.907919,2.462715,3.198098,2.681366,2.733214,4.790386,1.403513,1.407020]
[5.373244,1.905796,5.907919,2.462715,3.198098,2.681366,2.733214,4.790386,1.403513,1.407020]
[5.373244,1.905796,5.907919,2.462715,3.198098,2.681366,2.733214,4.790386,1.403513,1.407020]
[2.579489,-2.372233,2.769343,2.462715,-0.732289,2.070421,-0.988478,0.806973,-1.738080,1.407020]
[2.579489,-2.372233,2.769343,2.462715,-0.732289,2.070421,-0.988478,0.806973,-1.738080,1.407020]
[2.579489,-2.372233,2.769343,2.462715,-0.732289,2.070421,-0.988478,0.806973,-1.738080,1.407020]
[2.579489,-2.372233,2.769343,2.462715,-0.732289,2.070421,-0.988478,0.806973,-1.738080,1.407020]
[2.579489,-2.372233,2.769343,2.462715,-0.732289,2.070421,-0.988478,0.806973,-1.738080,1.407020]
[2.579489,-2.372233,2.769343,2.462715,-0.732289,2.070421,-0.988478,0.806973,-1.738080,3.623304]
[2.579489,-2.372233,2.769343,2.462715,-0.732289,2.070421,-0.988478,0.806973,-1.738080,3.623304]
[2.579489,-2.372233,2.769343,2.462715,-0.732289,2.070421,-0.988478,0.806973,-1.738080,3.623304]
[2.579489,-2.372233,2.769343,2.462715,-0.732289,2.070421,-0.988478,0.806973,-1.738080,3.623304]
[2.579489,-2.372233,2.769343,2.462715,-0.732289,2.070421,-0.988478,0.806973,-1.738080,3.623304]
[2.579489,-2.372233,2.769343,2.462715,3.652213,2.070421,-0.988478,0.806973,-1.738080,3.623304]
[2.579489,-2.372233,2.769343,2.462715,3.652213,2.070421,-0.988478,0.806973,-1.738080,3.623304]
[2.579489,-2.372233,2.769343,2.462715,3.652213,2.070421,-0.988478,0.806973,-1.738080,3.623304]
[2.579489,-2.372233,2.769343,2.462715,3.652213,2.070421,-0.988478,0.806973,-1.738080,3.623304]
[2.579489,-2.372233,2.769343,2.462715,3.652213,2.070421,-0.988478,0.806973,-1.738080,3.623304]
[2.579489,-2.372233,0.028231,2.462715,3.652213,2.070421,2.660433,0.806973,-1.738080,3.623304]
